reaction_id,reactants_smiles,products_smiles,reaction_smiles,conditions,source_file
ord-56b1f4bfeebc4b8ab990b9804e798aa7,C(=O)([O-])[O-].[Cs+].[Cs+].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=C(C=C(C=C3)F)F)C(=O)OCC)Br.CC(C)N1CCNCC1,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=C(C=C(C=C3)F)F)C(=O)OCC)N4CCN(CC4)C(C)C,C(=O)([O-])[O-].[Cs+].[Cs+].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=C(C=C(C=C3)F)F)C(=O)OCC)Br.CC(C)N1CCNCC1>>CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=C(C=C(C=C3)F)F)C(=O)OCC)N4CCN(CC4)C(C)C,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-1169cbe9fa064a879ac34b2e524a4e69,C(=O)([O-])[O-].[Cs+].[Cs+].COC1=CC=CC=C1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=CC=C(C=C1)I.CN1C=NC2=C1C=C(C(=C2F)N)C(=O)OC,CN1C=NC2=C1C=C(C(=C2F)NC3=CC=CC=C3)C(=O)OC,C(=O)([O-])[O-].[Cs+].[Cs+].COC1=CC=CC=C1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=CC=C(C=C1)I.CN1C=NC2=C1C=C(C(=C2F)N)C(=O)OC>>CN1C=NC2=C1C=C(C(=C2F)NC3=CC=CC=C3)C(=O)OC,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-13992005c22d4673aa802b5e140076e8,C(=O)([O-])[O-].[Cs+].[Cs+].COC1=CC=CC=C1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=CC=C(C=C1)I.CN1C=NC2=C1C=C(C(=C2F)N)C(=O)OC,CN1C=NC2=C1C=C(C(=C2F)NC3=CC=CC=C3)C(=O)OC,C(=O)([O-])[O-].[Cs+].[Cs+].COC1=CC=CC=C1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=CC=C(C=C1)I.CN1C=NC2=C1C=C(C(=C2F)N)C(=O)OC>>CN1C=NC2=C1C=C(C(=C2F)NC3=CC=CC=C3)C(=O)OC,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-a36b48917c9942d1a34637511773ee1f,C(=O)([O-])[O-].[Cs+].[Cs+].COC1=CC=CC=C1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=CC=C(C=C1)I.CN1C=NC2=C1C=C(C(=C2F)N)C(=O)OC,CN1C=NC2=C1C=C(C(=C2F)NC3=CC=CC=C3)C(=O)OC,C(=O)([O-])[O-].[Cs+].[Cs+].COC1=CC=CC=C1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=CC=C(C=C1)I.CN1C=NC2=C1C=C(C(=C2F)N)C(=O)OC>>CN1C=NC2=C1C=C(C(=C2F)NC3=CC=CC=C3)C(=O)OC,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-5fc624fd97b7430eafbe8dcc049d170b,C(=O)([O-])[O-].[Cs+].[Cs+].CC(=O)N(C)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C.C1=CC(=CC=C1N)S(=O)(=O)N,CC1=NC(=C(C=C1)OC2=CC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)N)C,C(=O)([O-])[O-].[Cs+].[Cs+].CC(=O)N(C)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C.C1=CC(=CC=C1N)S(=O)(=O)N>>CC1=NC(=C(C=C1)OC2=CC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)N)C,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-c34e3f2a76e4462999414a169b276944,C(=O)([O-])[O-].[Cs+].[Cs+].CC(=O)N(C)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C.C1=CC(=CC=C1N)S(=O)(=O)N,CC1=NC(=C(C=C1)OC2=CC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)N)C,C(=O)([O-])[O-].[Cs+].[Cs+].CC(=O)N(C)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C.C1=CC(=CC=C1N)S(=O)(=O)N>>CC1=NC(=C(C=C1)OC2=CC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)N)C,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-5853dba403864121802609ae67a6fbe4,C(=O)([O-])[O-].[Cs+].[Cs+].CC(=O)N(C)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C.C1=CC(=CC=C1N)S(=O)(=O)N,CC1=NC(=C(C=C1)OC2=CC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)N)C,C(=O)([O-])[O-].[Cs+].[Cs+].CC(=O)N(C)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C.C1=CC(=CC=C1N)S(=O)(=O)N>>CC1=NC(=C(C=C1)OC2=CC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)N)C,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-0c597cbe4940491092243bda6c97b98c,C(=O)([O-])[O-].[Cs+].[Cs+].CC(=O)N(C)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C.C1=CC(=CC=C1N)S(=O)(=O)N,CC1=NC(=C(C=C1)OC2=CC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)N)C,C(=O)([O-])[O-].[Cs+].[Cs+].CC(=O)N(C)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C.C1=CC(=CC=C1N)S(=O)(=O)N>>CC1=NC(=C(C=C1)OC2=CC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)N)C,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-b3c4a680709749268aeba07b670223ef,C(=O)([O-])[O-].[Cs+].[Cs+].CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].C1=C(C=NC=C1Br)Br.CC(=O)N1CCNCC1,CC(=O)N1CCN(CC1)C2=CC(=CN=C2)Br,C(=O)([O-])[O-].[Cs+].[Cs+].CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].C1=C(C=NC=C1Br)Br.CC(=O)N1CCNCC1>>CC(=O)N1CCN(CC1)C2=CC(=CN=C2)Br,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-fa122fe6774f45c5b7a107c1460052d3,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CN1CC(OC2=C(C1)C=CC(=N2)Cl)C3=CC=CC=C3.C1=CC(=CC=C1N)N2C=CN=C2,CN1CC(OC2=C(C1)C=CC(=N2)NC3=CC=C(C=C3)N4C=CN=C4)C5=CC=CC=C5,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CN1CC(OC2=C(C1)C=CC(=N2)Cl)C3=CC=CC=C3.C1=CC(=CC=C1N)N2C=CN=C2>>CN1CC(OC2=C(C1)C=CC(=N2)NC3=CC=C(C=C3)N4C=CN=C4)C5=CC=CC=C5,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-8ce809cf74f44b02a581dcd94f0c1ae0,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CC(=O)N1CC(OC2=C(C1)C=CC(=N2)Cl)C3=CN=CC=C3.CC1=CN(C=N1)C2=C(C=C(C=C2)N)OC,CC1=CN(C=N1)C2=C(C=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=CN=CC=C5)C(=O)C)C=C3)OC,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CC(=O)N1CC(OC2=C(C1)C=CC(=N2)Cl)C3=CN=CC=C3.CC1=CN(C=N1)C2=C(C=C(C=C2)N)OC>>CC1=CN(C=N1)C2=C(C=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=CN=CC=C5)C(=O)C)C=C3)OC,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-373fd601db1247b0b18c34bca387c3a4,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CN1CC(OC2=C(C1)C=CC(=N2)Cl)C3=CN=CC=C3.CC1=CN(C=N1)C2=C(C=C(C=C2)N)OC,CC1=CN(C=N1)C2=C(C=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=CN=CC=C5)C)C=C3)OC,C(=O)([O-])[O-].[Cs+].[Cs+].COCCOC.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4.CC(=O)O.CC(=O)O.[Pd].CN1CC(OC2=C(C1)C=CC(=N2)Cl)C3=CN=CC=C3.CC1=CN(C=N1)C2=C(C=C(C=C2)N)OC>>CC1=CN(C=N1)C2=C(C=C(C=C2)NC3=NC4=C(CN(CC(O4)C5=CN=CC=C5)C)C=C3)OC,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-79caf81165b848e5b1765189056bb075,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=CN=C(C=C1F)Cl.CC(C)(C)OC(=O)N,CC(C)(C)OC(=O)NC1=NC=CC(=C1)F,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=CN=C(C=C1F)Cl.CC(C)(C)OC(=O)N>>CC(C)(C)OC(=O)NC1=NC=CC(=C1)F,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-4695ad3979554c448a445867cc030440,C1CCC2=NCCCN2CC1.C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=CC2=NC=C(N2C=C1)C3=NC(=NC=C3Cl)Cl.COC1=C(C=CC(=C1)C=O)N,COC1=C(C=CC(=C1)C=O)NC2=NC=C(C(=N2)C3=CN=C4N3C=CC=C4)Cl,C1CCC2=NCCCN2CC1.C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].C1=CC2=NC=C(N2C=C1)C3=NC(=NC=C3Cl)Cl.COC1=C(C=CC(=C1)C=O)N>>COC1=C(C=CC(=C1)C=O)NC2=NC=C(C(=N2)C3=CN=C4N3C=CC=C4)Cl,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-56220a6924fb4d7e8ff752a004488872,CCC(C)(C)[O-].[Na+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.[Pd].C1COCCN1CC2=CC(=C(C=C2)Br)F.CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,CCC(C)(C)[O-].[Na+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.[Pd].C1COCCN1CC2=CC(=C(C=C2)Br)F.CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N>>CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-b9ea1ddb99074c47af3b567d6c34306c,CCC(C)(C)[O-].[Na+].CC1=CC=CC=C1.CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C.[Pd].C1COCCN1CC2=CC(=C(C=C2)Br)F.CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,CCC(C)(C)[O-].[Na+].CC1=CC=CC=C1.CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C.[Pd].C1COCCN1CC2=CC(=C(C=C2)Br)F.CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N>>CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-572b233d6c664fada44bd8d3bb48fc2f,CCC(C)(C)[O-].[Na+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.[Pd].C1COCCN1CC2=CC(=C(C=C2)Br)F.CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,CCC(C)(C)[O-].[Na+].CC1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.[Pd].C1COCCN1CC2=CC(=C(C=C2)Br)F.CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N>>CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-2c710cb7fbbd4d70b492cf6ab2e6cbf5,CCC(C)(C)[O-].[Na+].CC1=CC=CC=C1.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe].[Pd].C1COCCN1CC2=CC(=C(C=C2)Br)F.CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,CCC(C)(C)[O-].[Na+].CC1=CC=CC=C1.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe].[Pd].C1COCCN1CC2=CC(=C(C=C2)Br)F.CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N>>CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-ea29507936c14849a1aa88403efb7090,CCC(C)(C)[O-].[Na+].CC1=CC=CC=C1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.[Pd].C1COCCN1CC2=CC(=C(C=C2)Br)F.CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,CCC(C)(C)[O-].[Na+].CC1=CC=CC=C1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.[Pd].C1COCCN1CC2=CC(=C(C=C2)Br)F.CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N>>CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-28a0ca5c779744199b5c278aec8fa826,CCC(C)(C)[O-].[Na+].CC1=CC=CC=C1.COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4.[Pd].C1COCCN1CC2=CC(=C(C=C2)Br)F.CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,CCC(C)(C)[O-].[Na+].CC1=CC=CC=C1.COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4.[Pd].C1COCCN1CC2=CC(=C(C=C2)Br)F.CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N>>CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)NC4=C(C=C(C=C4)CN5CCOCC5)F,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-3e57b5a0d75c4f5d9c22ce74626f60c3,C(=O)([O-])[O-].[Cs+].[Cs+].CC(=O)N(C)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].CC(=O)NC1=NC=CC(=C1)Cl.C1OC2=C(O1)C(=C(C=C2)Cl)N,CC(=O)NC1=NC=CC(=C1)NC2=C(C=CC3=C2OCO3)Cl,C(=O)([O-])[O-].[Cs+].[Cs+].CC(=O)N(C)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].CC(=O)NC1=NC=CC(=C1)Cl.C1OC2=C(O1)C(=C(C=C2)Cl)N>>CC(=O)NC1=NC=CC(=C1)NC2=C(C=CC3=C2OCO3)Cl,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-bc24f3de1ac64e7e96966f7efd955e5c,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].C1=C(C(=CN=C1Cl)Cl)I.CN1CCC2=C(C1=O)C(=CC=C2)N,CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)Cl,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].C1=C(C(=CN=C1Cl)Cl)I.CN1CCC2=C(C1=O)C(=CC=C2)N>>CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)Cl,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
ord-702aadae7425481bab668d630b5a0a21,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].C1=C(C(=CN=C1Cl)Cl)I.CN1CCC2=C(C1=O)C(=CC=C2)N,CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)Cl,C(=O)([O-])[O-].[Cs+].[Cs+].C1COCCO1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C.CC(=O)O.CC(=O)O.[Pd].C1=C(C(=CN=C1Cl)Cl)I.CN1CCC2=C(C1=O)C(=CC=C2)N>>CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3Cl)Cl,,ord-data\data\00\ord_dataset-00005539a1e04c809a9a78647bea649c.pb.gz
